"beta","factor","rc.1","rc.2","rc.3","rc.4","rb.1","rb.2","rb.3","rb.4","rb.5"
0.742434170854271,14.572509256066,-1.61467183653441,-0.239447871088378,-0.0324775615885365,-0.00153031135185795,-20.4850410572964,-0.943445220137487,-0.149150430670611,-0.017279892612123,-0.000457669767535771
0.751227638190955,15.3430975883902,-1.60401502160937,-0.238358692557644,-0.0323284549294568,-0.00151840696967847,-21.3359261853933,-0.954517842190252,-0.150950125217577,-0.0175924557045406,-0.00047415365868875
0.760021105527638,16.1755945871217,-1.59347148117214,-0.237276217299822,-0.0321800064116476,-0.00150653677217167,-22.2502106705175,-0.965742165528853,-0.152767934353551,-0.0179093007069136,-0.000491139024495655
0.768814572864322,17.0772145376832,-1.58303943034484,-0.236200373143502,-0.0320322080164688,-0.00149470069875029,-23.2351453067248,-0.977121035121076,-0.154604028468924,-0.018230465086505,-0.000508637661758433
0.777608040201005,18.0563177841009,-1.57271711866599,-0.235131088353945,-0.0318850516634255,-0.00148289869037265,-24.2991280697167,-0.988657368182608,-0.156458579756202,-0.0185559863605477,-0.00052666149719538
0.786401507537688,19.1226468340143,-1.562502828974,-0.234068291589582,-0.0317385292065371,-0.00147113068849472,-25.4519402622851,-1.00035415638003,-0.158331762213825,-0.0188859020898431,-0.000545222584350442
0.795194974874372,20.2876233025447,-1.55239487687958,-0.233011911940097,-0.0315926324418097,-0.0014593966336712,-26.7050435040715,-1.0122144684785,-0.160223751702922,-0.0192202498793699,-0.000564333099526237
0.803988442211055,21.5647247913114,-1.54239160982139,-0.231961878900778,-0.0314473531054471,-0.0014476964648434,-28.0719566556734,-1.02424145281701,-0.162134725963633,-0.01955906737385,-0.000584005338046106
0.812781909547739,22.9699679912512,-1.53249140635932,-0.230918122377228,-0.0313026828764936,-0.00143603011826865,-29.5687389700338,-1.0364383400227,-0.164064864652092,-0.0199023922548368,-0.000604251710972074
0.821575376884422,24.5225346525846,-1.5226926754279,-0.229880572684832,-0.0311586133797254,-0.00142439752608162,-31.2146161127068,-1.04880844580018,-0.166014349375087,-0.0202502622397394,-0.000625084740242253
0.830368844221105,26.245592265729,-1.51299385557236,-0.228849160535705,-0.0310151361855532,-0.00141279861539133,-33.0328008952643,-1.06135517380341,-0.167983363716097,-0.0206027150770738,-0.000646517055650702
0.839162311557789,28.167383973181,-1.50339341432714,-0.227823817055058,-0.0308722428150554,-0.00140123330745947,-35.0515832427299,-1.07408201872208,-0.169972093284162,-0.020959788547027,-0.000668561390203327
0.847955778894472,30.3226967087542,-1.49388984755957,-0.226804473778384,-0.0307299247416281,-0.00138970151652551,-37.305798390847,-1.08699256945291,-0.171980725749249,-0.0213215204591334,-0.000691230575896382
0.856749246231156,32.7548700850974,-1.484481678697,-0.225791062636055,-0.0305881733921258,-0.00137820314861061,-39.838835833139,-1.10009051231207,-0.174009450869911,-0.0216879486491423,-0.000714537539885697
0.865542713567839,35.5185935929197,-1.47516745826586,-0.224783515979325,-0.030446980152682,-0.001366738100655,-42.705436584837,-1.1133796345988,-0.176058460552417,-0.022059110980031,-0.000738495300118259
0.874336180904523,38.6838782417345,-1.46594576314023,-0.223781766561079,-0.0303063363686093,-0.0013553062597797,-45.9756648889674,-1.1268638280854,-0.178127948877114,-0.0224350453393844,-0.000763116960801206
0.883129648241206,42.3418212208732,-1.45681519604428,-0.222785747551091,-0.0301662333497048,-0.00134390750194229,-49.7406729478062,-1.14054709283631,-0.180218112152381,-0.0228157896391656,-0.000788415708642463
0.891923115577889,46.6131847717965,-1.44777438491239,-0.221795392529236,-0.0300266623716535,-0.00133254169151299,-54.121279867698,-1.15443354107441,-0.182329148952455,-0.0232013818149445,-0.000814404808034857
0.900716582914573,51.6615340538157,-1.43882198245737,-0.220810635508347,-0.0298876146826656,-0.00132120867994491,-59.2811096024351,-1.16852740137145,-0.184461260180822,-0.0235918598273098,-0.000841097597088871
0.909510050251256,57.7140351689601,-1.42995666545592,-0.219831410909472,-0.0297490815024694,-0.00130990830540322,-65.4473890571501,-1.18283302278319,-0.186614649095853,-0.0239872616590834,-0.000868507483238866
0.91830351758794,65.0956849232013,-1.42117713438055,-0.218857653589222,-0.0296110540292683,-0.00129864039171326,-72.9451779353039,-1.19735487944251,-0.18878952138032,-0.0243876253184356,-0.000896647938625466
0.927096984924623,74.288313132614,-1.4124821127666,-0.217889298826258,-0.0294735234411878,-0.00128740474767188,-82.2563711324032,-1.21209757512924,-0.190986085179032,-0.0247929888372602,-0.000925532496257173
0.935890452261307,86.0381426690353,-1.40387034687707,-0.216926282347784,-0.0293364809025383,-0.00127620116648886,-94.1272588763458,-1.22706584828905,-0.193204551171392,-0.0252033902745351,-0.000955174745581918
0.94468391959799,101.565940983502,-1.39534060510649,-0.215968540318106,-0.0291999175655478,-0.00126502942528744,-109.7786783477,-1.24226457704965,-0.195445132613428,-0.0256188677161983,-0.000985588328164463
0.953477386934673,123.015502377582,-1.38689167757245,-0.215016009350797,-0.0290638245756068,-0.00125388928400533,-131.354496054585,-1.25769878462044,-0.197708045401629,-0.0260394592770503,-0.0010167869337532
0.962270854271357,154.529292377849,-1.3785223756276,-0.21406862650859,-0.0289281930737867,-0.00124278048545839,-162.997252315117,-1.27337364486411,-0.199993508127423,-0.0264652031022793,-0.00104878429593008
