"beta","factor","rc.1","rc.2","rc.3","rb.1","rb.2","rb.3","rb.4"
0.63691256281407,6.37647648344684,-0.997075362199125,-0.09656117419701,-0.00446548743758275,-8.49977470642824,-0.421978223713423,-0.0375023819172568,-0.000805319105554212
0.645706030150754,6.61642663428658,-0.98982033213323,-0.0960127971469863,-0.00442910739477592,-8.76879755865542,-0.427864283235115,-0.0382061376180149,-0.000834946228433416
0.654499497487437,6.86997659518117,-0.982646817013183,-0.0954680241475555,-0.00439288052813097,-9.05192874107641,-0.433832393678802,-0.0389202419999454,-0.000865491584113967
0.663292964824121,7.13822612619977,-0.975553467081558,-0.0949268153201337,-0.00435680578863681,-9.35027924518999,-0.439883963740929,-0.0396448078520705,-0.000896978631642689
0.672086432160804,7.42239396227252,-0.968538960011361,-0.0943891310000147,-0.00432088216625735,-9.6650793519037,-0.44602043474585,-0.0403799488761931,-0.000929431192111656
0.680879899497487,7.7238342411616,-0.96160200017299,-0.0938549317296222,-0.00428510868828659,-9.99769507027134,-0.452243281619732,-0.0411257796944326,-0.000962873445007468
0.689673366834171,8.04405572595015,-0.954741317918708,-0.0933241782516328,-0.00424948441755977,-10.3496473711577,-0.458554013898247,-0.0418824158565508,-0.000997329924532704
0.698466834170854,8.38474439260498,-0.947955668888096,-0.0927968315025987,-0.00421400845053411,-10.7226347864235,-0.464954176771649,-0.0426499738478591,-0.00103282551537628
0.707260301507538,8.74779009042048,-0.941243833355155,-0.0922728526084087,-0.0041786799154577,-11.1185600815796,-0.471445352178701,-0.0434285710977847,-0.00106938544853698
0.716053768844221,9.13531815803106,-0.934604615568685,-0.0917522028778806,-0.00414349797025764,-11.53956188437,-0.478029159929238,-0.0442183259882428,-0.00110703529643513
0.724847236180905,9.54972710410556,-0.928036843142488,-0.0912348437992566,-0.00410846180053507,-11.9880523787258,-0.484707258884344,-0.0450193578631778,-0.0011458009680822
0.733640703517588,9.99373375398844,-0.921539366447065,-0.09072073703548,-0.00407357061739803,-12.4667624651258,-0.491481348173444,-0.0458317870380047,-0.0011857087038048
0.742434170854271,10.4704276469111,-0.915111058034517,-0.0902098444212488,-0.00403882365529862,-12.978796172194,-0.498353168466423,-0.04665573481012,-0.0012267850697876
0.751227638190955,10.9833369725921,-0.908750812072405,-0.089702127959447,-0.00400422016980719,-13.5276966082522,-0.505324503290966,-0.0474913234694752,-0.00126905695230515
0.760021105527638,11.5365090073581,-0.902457543803521,-0.0891975498188223,-0.0039697594353093,-14.1175264130881,-0.512397180406654,-0.0483386763100449,-0.00131255155176515
0.768814572864322,12.1346089103881,-0.896230189019217,-0.0886960723316788,-0.00393544074275518,-14.752966570508,-0.519573073232334,-0.0491979176417994,-0.00135729637646891
0.777608040201005,12.7830419621657,-0.890067703556648,-0.0881976579925534,-0.00390126339728784,-15.4394386638663,-0.526854102334904,-0.0500691728034336,-0.00140331923626109
0.786401507537688,13.4881060006275,-0.883969062805536,-0.0877022694568569,-0.00386722671591606,-16.1832573299993,-0.534242236975533,-0.0509525681757845,-0.00145064823578752
0.795194974874372,14.2571831313301,-0.87793326123349,-0.0872098695399243,-0.00383333002515045,-16.9918219880022,-0.541739496720413,-0.0518482311956235,-0.00149931176782614
0.803988442211055,15.0989830452056,-0.87195931193118,-0.0867204212170587,-0.00379957265863966,-17.8738601764577,-0.549347953121272,-0.0527562903708593,-0.00154933850616194
0.812781909547739,16.023854911838,-0.86604624617001,-0.086233887623656,-0.00376595395482853,-18.8397394670606,-0.557069731464616,-0.0536768752960741,-0.00160075739854125
0.821575376884422,17.0441915061697,-0.860193112968147,-0.0857502320551916,-0.00373247325457414,-19.9018716125655,-0.564907012590476,-0.0546101166687155,-0.0016535976593255
0.830368844221105,18.1749590381143,-0.854398978683412,-0.0852694179687944,-0.00369912989882185,-21.0752423987092,-0.57286203479659,-0.0555561463067232,-0.00170788876213153
0.839162311557789,19.434400792838,-0.848662926608161,-0.0847914089840724,-0.00366592322633049,-22.3781153077622,-0.580937095816236,-0.0565150971665821,-0.00176366043221428
0.847955778894472,20.8449849487839,-0.842984056585896,-0.0843161688851535,-0.00363285257136312,-23.8329793609791,-0.589134554886751,-0.0574871033625501,-0.00182094263893529
0.856749246231156,22.4347014957185,-0.837361484632961,-0.083843661622375,-0.00359991726145098,-25.467846062169,-0.5974568349025,-0.0584723001865743,-0.00187976558801586
0.865542713567839,24.2388680709225,-0.831794342578678,-0.0833738513148117,-0.00356711661522983,-27.3180552606757,-0.605906424665771,-0.0594708241294913,-0.00194015971377987
0.874336180904523,26.3026939986621,-0.826281777713677,-0.0829067022529581,-0.00353444994025461,-29.4288392188937,-0.614485881234104,-0.0604828129030656,-0.00200215567134673
0.883129648241206,28.6850018707283,-0.820822952451055,-0.0824421789016613,-0.0035019165309971,-31.8590442222241,-0.623197832372207,-0.0615084054631451,-0.00206578432881707
0.891923115577889,31.4637659363615,-0.815417043997335,-0.0819802459033977,-0.00346951566676119,-34.686668999839,-0.632044979112159,-0.0625477420338053,-0.00213107675943177
0.900716582914573,34.7445936979144,-0.810063244036407,-0.0815208680819732,-0.00343724660977239,-38.0173463527183,-0.641030098430185,-0.063600964132841,-0.00219806423372165
0.909510050251256,38.6741527792985,-0.804760758418572,-0.081064010446061,-0.00340510860333043,-41.9977700560278,-0.650156046040324,-0.0646682145980115,-0.00226677821173481
0.91830351758794,43.4622690882635,-0.799508806866652,-0.0806096381935831,-0.00337310087002271,-46.8377930570896,-0.659425759320725,-0.0657496376149628,-0.00233725033525255
0.927096984924623,49.4200177147238,-0.794306622683922,-0.0801577167157782,-0.00334122261002887,-52.8485184111193,-0.668842260368003,-0.0668453787458831,-0.00240951242010955
0.935890452261307,57.0291618658143,-0.789153452475467,-0.0797082116016807,-0.00330947299951555,-60.5117382556346,-0.678408659195785,-0.0679555849595883,-0.00248359644856869
0.94468391959799,67.0778231056063,-0.784048555878957,-0.0792610886430294,-0.00327785118917621,-70.6156040915283,-0.68812815708277,-0.0690804046630894,-0.00255953456179227
0.953477386934673,80.9500138286696,-0.778991205298346,-0.0788163138387277,-0.00324635630280133,-84.544159300076,-0.698004050072639,-0.0702199877338468,-0.00263735905245165
0.962270854271357,101.32005482256,-0.77398068565477,-0.0783738534004175,-0.00321498743602574,-104.971756751197,-0.708039732647275,-0.0713744855543,-0.00271710235741079
0.97106432160804,134.113181613333,-0.769016294132481,-0.0779336737569446,-0.00318374365510944,-137.823665197023,-0.718238701563156,-0.0725440510464766,-0.0027987970506236
0.979857788944724,195.601792058604,-0.76409733994665,-0.0774957415603451,-0.00315262399589774,-199.372316915677,-0.728604559884798,-0.0737288387094127,-0.0028824758361016
0.988651256281407,352.492458435827,-0.759223144104675,-0.0770600236904971,-0.00312162746287105,-356.324319852842,-0.739141021200317,-0.0749290046565152,-0.00296817154115526
0.99744472361809,1589.72105228538,-0.754393039189163,-0.0766264872616561,-0.00309075302833472,-1593.61558252112,-0.749851914056557,-0.0761447066561538,-0.00305591710976061
1.00623819095477,-661.310801918618,-0.749606369119097,-0.0761950996258582,-0.00305999963158809,657.352232270088,-0.760741186583699,-0.077376104170473,-0.00314574559608436
1.01503165829146,-278.745528036818,-0.744862488963463,-0.0757658283811603,-0.00302936617849845,274.721508620391,-0.771812911395126,-0.0786233584005669,-0.00323769015834782
1.02382512562814,-178.63886406684,-0.740160764722121,-0.0753386413761085,-0.00299885154091148,174.547943274799,-0.78307129069287,-0.0798866323292187,-0.00333178405284879
1.03261859296482,-132.552792873044,-0.735500573116277,-0.074913506714502,-0.00296845455632741,128.393476284059,-0.794520661633127,-0.0811660907655946,-0.00342806062814346
1.04141206030151,-106.076125378485,-0.730881301404309,-0.0744903927621537,-0.00293817402765413,101.846874123033,-0.80616550198541,-0.0824619003933398,-0.00352655331962473
1.05020552763819,-88.906103254187,-0.72630234719018,-0.0740692681524557,-0.00290800872310667,84.6053323024074,-0.818010436068026,-0.0837742298192317,-0.00362729564426927
1.05899899497487,-76.8822724632801,-0.721763118232901,-0.0736501017913743,-0.00287795737622863,72.5083488308858,-0.830060240985511,-0.0851032496228071,-0.00373032119565471
1.06779246231156,-68.002844675923,-0.717263032271147,-0.0732328628636471,-0.00284801868594745,63.5540855433463,-0.842319853202786,-0.0864491324088241,-0.00383566363931967
1.07658592964824,-61.1854267545616,-0.712801516844331,-0.0728175208378227,-0.00281819131691258,56.6600974943979,-0.854794375455725,-0.087812052860492,-0.00394335670831214
1.08537939698492,-55.7935663118835,-0.708378009123167,-0.0724040454720404,-0.00278847389972624,51.1898784192052,-0.867489084034459,-0.0891921877949062,-0.00405343419912669
1.09417286432161,-51.4285524808745,-0.703991955742152,-0.0719924068192396,-0.00275886503151449,46.7446614007147,-0.880409436454045,-0.090589716220031,-0.00416592996788802
1.10296633165829,-47.8278997638019,-0.699642812636596,-0.071582575232446,-0.00272936327644523,43.0619026096599,-0.893561079540687,-0.0920048193933961,-0.00428087792684623
1.11175979899497,-44.8117568125673,-0.695330044882334,-0.0711745213699099,-0.00269996716636395,39.9616899694036,-0.906949857957768,-0.0934376808824917,-0.00439831204120152
1.12055326633166,-42.2527697649178,-0.691053126542392,-0.0707682162001705,-0.00267067520166836,37.3166063695649,-0.920581823206169,-0.0948884866272822,-0.00451826632624597
1.12934673366834,-40.0582384505384,-0.686811540513762,-0.070363631006966,-0.00264148585209462,35.0338857420574,-0.9344632431211,-0.0963574250042187,-0.00464077484480542
1.13814020100502,-38.1590878578422,-0.68260477837926,-0.0699607373939818,-0.00261239755770295,33.0443843897378,-0.948600611905104,-0.0978446868922833,-0.00476587170500965
1.14693366834171,-36.5027997785874,-0.678432340262626,-0.0695595072894415,-0.00258340872998376,31.2955124842339,-0.963000660730762,-0.0993504657409075,-0.00489359105841797
1.15572713567839,-35.0487392949889,-0.674293734686644,-0.0691599129506348,-0.00255451775292995,29.7465603969831,-0.977670368951644,-0.100874957639847,-0.00502396709843566
1.16452060301508,-33.7649800995824,-0.670188478433456,-0.0687619269680843,-0.00252572298429924,28.3655238530637,-0.992616975961829,-0.102418361390884,-0.0051570340590645
1.17331407035176,-32.6260963266584,-0.666116096409187,-0.0683655222697809,-0.00249702275689438,27.1268955858598,-1.00784799375208,-0.103980878581758,-0.00529282621402448
1.18210753768844,-31.6115942087717,-0.662076121509706,-0.0679706721249212,-0.00246841537996389,26.0100968052846,-1.02337122020697,-0.105562713661854,-0.0054313778761307
1.19090100502513,-30.7047772575816,-0.658068094490365,-0.0675773501478039,-0.00243989914057808,24.9983421779102,-1.03919475319924,-0.107164074020224,-0.00557272339707168
1.19969447236181,-29.8919113435893,-0.654091563837718,-0.0671855303012632,-0.00241147230515927,24.0778046926158,-1.05532700553591,-0.108785170065569,-0.00571689716746002
1.20848793969849,-29.1616011374534,-0.650146085643375,-0.0667951868999757,-0.00238313312104607,23.2369918734058,-1.0717767208174,-0.110426215308404,-0.00586393361724673
1.21728140703518,-28.5043180412924,-0.646231223480535,-0.0664062946136046,-0.00235487981805108,22.4662734666381,-1.08855299027772,-0.112087426445434,-0.00601386721642953
1.22607487437186,-27.9120383689581,-0.642346548282156,-0.0660188284696273,-0.00232671061011908,21.757519360429,-1.1056652706762,-0.113769023446066,-0.00616673247610076
1.23486834170854,-27.3779628874827,-0.638491638222655,-0.0656327638560743,-0.00229862369702984,21.10381884703,-1.12312340332284,-0.115471229641489,-0.00632256394979089
1.24366180904523,-26.8962971723633,-0.634666078599672,-0.0652480765238913,-0.00227061726609361,20.4992606794267,-1.14093763431681,-0.117194271815719,-0.00648139623513913
1.25245527638191,-26.4620779559094,-0.630869461719577,-0.0648647425892383,-0.00224268949389568,19.9387590996755,-1.15911863609747,-0.118938380299339,-0.0066432639758834
1.26124874371859,-26.0710346390226,-0.627101386783512,-0.0644827385354199,-0.00221483854806433,19.4179150076312,-1.17767753040371,-0.120703789065484,-0.00680820186410994
1.27004221105528,-25.7194779589065,-0.623361459776218,-0.0641020412146593,-0.00218706258906646,18.9329042605554,-1.19662591275586,-0.122490735828446,-0.00697624464285175
