beta,factor,rc,rb.1,rb.2,m,rc.1,rc.2,rb.3,rc.3,rb.4,rc.4,rb.5
0.25,1.28262697003586,-0.149196593220816,-0.479155035951386,-0.0017315739501066,1,,,,,,,
0.258793467336683,1.29645595965525,-0.147391071717503,-0.492725806184315,-0.0018351101705227,1,,,,,,,
0.267586934673367,1.31065765706238,-0.145612567848239,-0.506694586571428,-0.0019427692845514,1,,,,,,,
0.27638040201005,1.32524671290926,-0.143860483698697,-0.521075986238418,-0.0020547059381381,1,,,,,,,
0.285173869346734,1.34023848921501,-0.142134237887939,-0.535885337850356,-0.0021710797930248,1,,,,,,,
0.293967336683417,1.35564910464466,-0.140433265035584,-0.551138742792081,-0.0022920556408872,1,,,,,,,
0.3027608040201,1.37149548319038,-0.138757015251059,-0.566853119760423,-0.0024178035177096,1,,,,,,,
0.311554271356784,1.38779540656074,-0.137104953643788,-0.583046257073525,-0.0025484988183066,1,,,,,,,
0.320347738693467,1.40456757061471,-0.135476559853184,-0.599736869034095,-0.0026843224108879,1,,,,,,,
0.329141206030151,1.42183164621316,-0.133871327597534,-0.61694465671931,-0.0028254607515816,1,,,,,,,
0.337934673366834,1.43960834489971,-0.132288764240731,-0.634690373609085,-0.0029721059988052,1,,,,,,,
0.346728140703518,1.45791948986699,-0.130728390375897,-0.652995896508841,-0.0031244561274088,1,,,,,,,
0.355521608040201,1.47678809271482,-0.129189739425116,-0.671884302273345,-0.0032827150424877,1,,,,,,,
0.364315075376884,1.49623843656226,-0.127672357254347,-0.691379950893451,-0.0034470926927921,1,,,,,,,
0.373108542713568,1.51629616613874,-0.126175801802777,-0.711508575571118,-0.003617805183646,1,,,,,,,
0.381902010050251,1.53698838555078,-0.124699642725811,-0.732297380479169,-0.0037950748893005,1,,,,,,,
0.390695477386935,1.55834376450111,-0.123243461051045,-0.753775146982833,-0.0039791305646596,1,,,,,,,
0.399488944723618,1.58039265382797,-0.121806848846442,-0.775972349190642,-0.0041702074563113,1,,,,,,,
0.408282412060301,1.60316721133556,-0.120389408900147,-0.798921279806122,-0.0043685474128112,1,,,,,,,
0.417075879396985,1.62670153900413,-0.118990754411279,-0.822656187368609,-0.0045743989941822,1,,,,,,,
0.425869346733668,1.65103183280078,-0.117610508691084,-0.84721342610448,-0.0047880175805801,1,,,,,,,
0.434662814070352,1.67619654646523,-0.116248304873973,-0.872631619763269,-0.0050096654801209,1,,,,,,,
0.443456281407035,1.7022365708171,-0.114903785637814,-0.898951840985308,-0.0052396120358389,1,,,,,,,
0.452249748743719,1.7291954303312,-0.11357660293305,-0.926217807947636,-0.0054781337317883,1,,,,,,,
0.461043216080402,1.7571194989545,-0.112266417720138,-0.954476100262006,-0.0057255142982956,1,,,,,,,
0.469836683417085,1.78605823740057,-0.110972899714854,-0.983776396361045,-0.0059820448163921,1,,,,,,,
0.478630150753769,1.81606445445909,-0.109695727141052,-1.01417173491042,-0.0062480238214685,1,,,,,,,
0.487423618090452,1.84719459520625,-0.108434586490468,-1.0457188031331,-0.0065237574062106,1,,,,,,,
0.496217085427136,1.87950905940485,-0.107189172289204,-1.07847825533482,-0.006809559322891,1,,,,,,,
0.505010552763819,1.91307255385037,-0.105959186870521,-1.11251506538727,-0.0071057510851106,1,,,,,,,
0.513804020100503,1.94795448296279,-0.104744340153632,-1.14789891746928,-0.0074126620690994,1,,,,,,,
0.522597487437186,1.98422938255751,-0.103544349428148,-1.18470463999953,-0.0077306296147088,1,,,,,,,
0.531390954773869,2.02197740246978,-0.102358939143954,-1.22301268843582,-0.0080599991262471,1,,,,,,,
0.540184422110553,2.06128484457441,-0.101187840706173,-1.26290968348274,-0.0084011241733256,1,,,,,,,
0.548977889447236,2.10224476376371,-0.100030792275027,-1.30448901227157,-0.0087543665919137,1,,,,,,,
0.55777135678392,2.14495764064955,-0.0988875385703364,-1.34785150127839,-0.0091200965858095,1,,,,,,,
0.566564824120603,2.18953213617769,-0.097757830680462,-1.39310617116934,-0.0094986928287751,1,,,,,,,
0.575358291457286,2.23608594003139,-0.0966414258754982,-1.4403710854503,-0.009890542567585,1,,,,,,,
0.58415175879397,2.28474672670955,-0.0955380874245379,-1.48977430680705,-0.0102960417262794,1,,,,,,,
0.592945226130653,2.33565323556505,-0.0944475844168551,-1.54145497742215,-0.0107155950119321,1,,,,,,,
0.601738693467337,2.38895649396562,-0.0933696915868782,-1.59556454243132,-0.0111496160222598,1,,,,,,,
0.61053216080402,2.44482120620043,-0.0923041891428031,-1.65226813914333,-0.0115985273554413,1,,,,,,,
0.619325628140704,2.5034273349369,-0.0912508625987595,-1.71174617882869,-0.0120627607225196,1,,,,,,,
0.628119095477387,2.56497190710282,-0.0902095026104347,-1.77419615295281,-0.0125427570628099,1,,,,,,,
0.63691256281407,2.62967108224432,-0.0891799048140541,-1.83983470190504,-0.0130389666627431,1,,,,,,,
0.645706030150754,2.69776252896608,-0.0881618696686721,-1.90889999183085,-0.0135518492786052,1,,,,,,,
0.654499497487437,2.76950816434612,-0.0871552023017056,-1.98165445446038,-0.0140818742636759,1,,,,,,,
0.663292964824121,2.84519732268594,-0.0861597123576591,-2.05838795629498,-0.0146295207002705,1,,,,,,,
0.672086432160804,2.92515043419413,-0.0851752138500258,-2.13942147775103,-0.0151952775372409,1,,,,,,,
0.680879899497487,3.00972331196814,-0.0842015250163133,-2.22511140062656,-0.0157796437335031,1,,,,,,,
0.689673366834171,3.0993121679382,-0.0832384681762027,-2.31585452455591,-0.0163831284081985,1,,,,,,,
0.698466834170854,3.19435950658772,-0.0822858695928099,-2.41209396126792,-0.0170062509981154,1,,,,,,,
0.707260301507538,3.2953610810269,-0.0813435593370655,-2.5143260912256,-0.0176495414230308,1,,,,,,,
0.716053768844221,3.40287414172469,-0.0804113711552074,-2.62310881295358,-0.0183135402596657,1,,,,,,,
0.724847236180905,3.51752726708672,-0.0794891423393984,-2.73907137424269,-0.0189987989249651,1,,,,,,,
0.733640703517588,3.6400321414437,-0.0785767136014844,-2.86292615079723,-0.0197058798694583,1,,,,,,,
0.742434170854271,3.77119774586071,-0.0776739289499125,-2.99548283773704,-0.0204353567814764,1,,,,,,,
0.751227638190955,3.91194755878553,-0.0767806355698282,-3.13766565097433,-0.0211878148030375,1,,,,,,,
0.760021105527638,4.06334053856681,-0.0758966837063755,-3.2905343104975,-0.0219638507582427,1,,,,,,,
0.768814572864322,4.22659689479464,-0.0750219265512262,-3.45530981251641,-0.0227640733950642,1,,,,,,,
0.777608040201005,4.4031299739397,-0.0741562201323631,-3.63340631594732,-0.0235891036414273,1,,,,,,,
0.786401507537688,4.59458602130725,-0.0732994232071421,-3.82647090525569,-0.0244395748765414,1,,,,,,,
0.795194974874372,4.80289418655192,-0.0724513971586586,-4.03643359690501,-0.025316133218452,1,,,,,,,
0.803988442211055,5.03032998959463,-0.0716120058954391,-4.26557080625505,-0.0262194378288437,1,,,,,,,
0.812781909547739,5.27959667252135,-0.0707811157544857,-4.51658670049215,-0.0271501612361453,1,,,,,,,
0.821575376884422,5.55393060792414,-0.06995859540768,-4.79271860805392,-0.0281089896780411,1,,,,,,,
0.830368844221105,5.85723949309801,-0.0691443157715732,-5.09787521396514,-0.0290966234645312,1,,,,,,,
0.839162311557789,6.19428587760911,-0.06833814992057,-5.43682008860294,-0.030113777362731,1,,,,,,,
0.847955778894472,6.57093437722869,-0.0675399730035096,-5.8154189028889,-0.0311611810046459,1,,,,,,,
0.856749246231156,6.99448994003835,-0.0667496621636522,-6.24097769571675,-0.0322395793192117,1,,,,,,,
0.865542713567839,7.47416884823887,-0.0659670964620655,-6.72271387715145,-0.0333497329899402,1,,,,,,,
0.874336180904523,8.02176747401513,-0.0651921568044063,-7.27242498575591,-0.0344924189395741,1,,,,,,,
0.883129648241206,8.6526329442903,-0.0644247258710798,-7.90545935488221,-0.0356684308432102,1,,,,,,,
0.891923115577889,9.38710766406379,-0.0636646880507668,-8.6421606376263,-0.0368785796714196,1,,,,,,,
0.900716582914573,10.2527414838064,-0.0629119293772828,-9.51007997592366,-0.0381236942649628,1,,,,,,,
0.909510050251256,11.2877936879832,-0.0621663374697504,-10.5474779908613,-0.0394046219427739,1,,,,,,,
0.91830351758794,12.5469966214082,-0.0614278014760403,-11.8090884109157,-0.040722229144967,1,,,,,,,
0.927096984924623,14.111490524329,-0.0606962120194435,-13.3760529090191,-0.042077402112709,1,,,,,,,
0.935890452261307,16.1069345291778,-0.0599714611485258,-15.3740321013972,-0.0434710476068943,1,,,,,,,
0.94468391959799,18.7388920356064,-0.0592534422901093,-18.0085909248019,-0.0449040936676588,1,,,,,,,
0.953477386934673,22.3683462689052,-0.0585420502053222,-21.6407141972453,-0.0463774904168788,1,,,,,,,
0.962270854271357,27.6928175335257,-0.0578371809486537,-26.9679238739609,-0.0478922109059242,1,,,,,,,
0.97106432160804,36.2577264682203,-0.0571387318299402,-35.5356423051148,-0.0494492520110528,1,,,,,,,
0.979857788944724,52.3072297453517,-0.0564466013792106,-51.588027937826,-0.0510496353789815,1,,,,,,,
0.988651256281407,93.2396715957893,-0.0557606893143069,-92.5234268439217,-0.0526944084253089,1,,,,,,,
0.99744472361809,415.944977874675,-0.0550808965111995,-415.231766788719,-0.0543846453886345,1,,,,,,,
1.00623819095477,-171.15377337708,-0.0544071249769069,171.863872204293,-0.056121448443389,1,,,,,,,
1.01503165829146,-71.3602442804492,-0.0537392778249188,72.0671501977467,-0.0579059488745703,1,,,,,,,
1.02382512562814,-45.2369572426264,-0.0530772592530459,45.9405874611824,-0.0597393083178157,1,,,,,,,
1.03261859296482,-33.20294450155,-0.0524209745235735,33.903214011818,-0.0616227200684145,1,,,,,,,
1.04141206030151,-26.283107223688,-0.0517703299456345,26.9799287083695,-0.0635574104631492,1,,,,,,,
1.05020552763819,-21.7902812797551,-0.0511252328596872,22.4835650225738,-0.0655446403390879,1,,,,,,,
1.05899899497487,-18.6393313880135,-0.0504855916239979,19.3289851780515,-0.0675857065737455,1,,,,,,,
1.06779246231156,-16.3081427513811,-0.0498513156030167,16.9940717827181,-0.0696819437113256,1,,,,,,,
1.07658592964824,-14.514395831537,-0.0492223151575369,15.1965025979145,-0.0718347256801022,1,,,,,,,
1.08537939698492,-13.0920804487654,-0.0485985016365339,13.7702646329811,-0.0740454676063451,1,,,,,,,
1.09417286432161,-11.937193460727,-0.047979787370566,12.6113518184419,-0.0763156277305988,1,,,,,,,
1.10296633165829,-10.9812614061926,-0.0473660856666342,11.6512876438125,-0.0786467094325362,1,,,,,,,
1.11175979899497,-10.1773628766801,-0.0467573108043874,10.84314752295,-0.0810402633710854,1,,,,,,,
1.12055326633166,-9.49226827867863,-0.0461533780335658,10.1536985496012,-0.0834978897470187,1,,,,,,,
1.12934673366834,-8.90178580753969,-0.0455542035725757,9.55874546420235,-0.0860212406957441,1,,,,,,,
1.13814020100502,-8.3878849686559,-0.0449597046080909,9.04025416752038,-0.0886120228186402,1,,,,,,,
1.14693366834171,-7.93685298619459,-0.044369799295574,8.58450812137036,-0.0912719998619173,1,,,,,,,
1.15572713567839,-7.53807583016991,-0.043784406760618,8.18088936715704,-0.0940029955526985,1,,,,,,,
1.16452060301508,-7.1832101654232,-0.0432034471010103,7.82105046577215,-0.0968068966027869,1,,,,,,,
1.17331407035176,-6.86560738289014,-0.0426268413894185,7.49833851918365,-0.0996856558914261,1,,,,,,,
1.18210753768844,-6.57990450699647,-0.0420545116766089,7.20738606751351,-0.102641295839283,1,,,,,,,
1.19090100502513,-6.32172817184062,-0.0414863809951053,6.94381505421268,-0.105675911986888,1,,,,,,,
1.19969447236181,-6.08747681393005,-0.0409223733631992,6.70401900704594,-0.108791676791864,1,,,,,,,
1.20848793969849,-5.87415798906333,-0.0403624137892326,6.48500034242006,-0.111990843660493,1,,,,,,,
1.21728140703518,-5.67926519745555,-0.0398064282760682,6.28424717708826,-0.115275751230479,1,,,,,,,
1.22607487437186,-5.50068346043796,-0.0392543438256748,6.09963889049193,-0.118648827923218,1,,,,,,,
1.23486834170854,-5.33661611393428,-0.0387060884437547,5.92937290286515,-0.122112596785485,1,,,,,,,
1.24366180904523,-5.185527459329,-0.038161591144344,5.77190730963333,-0.12566968064219,1,,,,,,,
1.25245527638191,-5.0460974057973,-0.0376207819543221,5.62591550608345,-0.129322807583783,1,,,,,,,
1.26124874371859,-4.91718527920684,-0.0370835919177707,5.4902499773154,-0.133074816814009,1,,,,,,,
1.27004221105528,-4.79780070864938,-0.036549953100127,5.36391316442114,-0.13692866488605,1,,,,,,,
1.27883567839196,-4.68708002872931,-0.0360197985920771,5.24603384489732,-0.140887432357676,1,,,,,,,
1.28762914572864,-4.58426701778907,-0.0354930625131425,5.13584784733681,-0.144954330898868,1,,,,,,,
1.29642261306533,-4.48869707230526,-0.03496968001492,5.03268220048568,-0.149132710888543,1,,,,,,,
1.30521608040201,-4.39978412513347,-0.0344495872839261,4.93594202418031,-0.153426069540503,1,,,,,,,
1.31400954773869,-4.31700977044701,-0.0339327215440208,4.84509962483039,-0.15783805960258,1,,,,,,,
1.32280301507538,-4.23991417534852,-0.0334190210583715,4.75968537522749,-0.162372498677306,1,,,,,,,
1.33159648241206,-4.16808844731789,-0.0329084251309292,4.67928004762303,-0.167033379217142,1,,,,,,,
1.34038994974874,-4.10116819511984,-0.0324008741073984,4.60350833745463,-0.171824879252709,1,,,,,,,
1.34918341708543,-4.03882807374683,-0.0318963093756717,4.5320333680261,-0.176751373918327,1,,,,,,,
1.35797688442211,-3.98077714523076,-0.031394673365718,4.46455200767381,-0.181817447845846,1,,,,,,,
1.36677035175879,-3.92675491952457,-0.0308959095489051,4.40079086328555,-0.187027908505129,1,,,,,,,
1.37556381909548,-3.87652796521539,-0.03039996243675,4.34050283956087,-0.192387800577856,1,,,,,,,
1.38435728643216,-3.82988700014435,-0.0299067775790855,4.28346417367175,-0.197902421460617,1,,,,,,,
1.39315075376884,-3.78664438824955,-0.0294163015616399,4.2294718711749,-0.203577338003704,1,,,,,,,
1.40194422110553,-3.74663198201232,-0.0289284820030258,4.17834148203522,-0.209418404603755,1,,,,,,,
1.41073768844221,-3.70969926045462,-0.0284432675511408,4.12990516612466,-0.215431782781661,1,,,,,,,
1.41953115577889,-3.67571172123525,-0.0279606078789781,4.08401000608869,-0.221623962392047,1,,,,,,,
1.42832462311558,-3.64454949243084,-0.0274804536798573,4.04051653242916,-0.228001784627587,1,,,,,,,
1.43711809045226,-3.61610613538348,-0.0270027566620791,3.9992974313548,-0.234572467000486,1,,,,,,,
1.44591155778894,-3.59028761480017,-0.0265274695430116,3.96023641064708,-0.241343630505213,1,,,,,,,
1.45470502512563,-3.56701141629763,-0.0260545460426247,3.92322720267477,-0.248323329191224,1,,,,,,,
1.46349849246231,-3.54620579495671,-0.0255839408764775,3.88817268692043,-0.255520082402541,1,,,,,,,
1.472291959799,-3.52780914131042,-0.0251156097481783,3.85498411707955,-0.262942909973152,1,,,,,,,
1.48108542713568,-3.51176945364019,-0.024649509341331,3.82358044005637,-0.270601370703868,1,,,,,,,
1.48987889447236,-3.49804390758084,-0.0241855973109828,3.79388769608956,-0.278505604488393,1,,,,,,,
1.49867236180905,-3.4865985159054,-0.0237238322745945,3.76583849086033,-0.286666378504667,1,,,,,,,
1.50746582914573,-3.47740787303393,-0.0232641738025467,3.73937153181649,-0.295095137943208,1,,,,,,,
1.51625929648241,-3.47045498033803,-0.0228065824082074,3.7144312221332,-0.303804061808439,1,,,,,,,
1.5250527638191,-3.46573114973808,-0.0223510195375779,3.69096730675857,-0.312806124403281,1,,,,,,,
1.53384623115578,-3.46323598445436,-0.0218974475585357,3.6689345658906,-0.322115163193554,1,,,,,,,
1.54263969849246,-3.46297743711454,-0.0214458297497023,3.64829255202582,-0.331745953848993,1,,,,,,,
1.55143316582915,-3.46497194677627,-0.0209961302889504,3.62900536743088,-0.341714293374638,1,,,,,,,
1.56022663316583,-3.4692446578327,-0.020548314241577,3.61104147953549,-0.352037092383143,1,,,,,,,
1.56902010050251,-3.47582972527222,-0.0201023475481627,3.59437357234435,-0.362732477718997,1,,,,,,,
1.5778135678392,-3.4847707124068,-0.019658197012141,3.57897843253385,-0.373819906834397,1,,,,,,,
1.58660703517588,-3.49612108901643,-0.0192158302870961,3.56483686944982,-0.385320295539342,1,,,,,,,
1.59540050251256,-3.50994483994225,-0.0187752158638178,3.5519336687708,-0.397256161012323,1,,,,,,,
1.60419396984925,-3.5263171965678,-0.0183363230571279,3.54025758016171,-0.4096517822715,1,,,,,,,
1.61298743718593,-3.54532550644531,-0.0178991219925064,3.5298013398322,-0.42253338068009,1,,,,,,,
1.62178090452261,-3.56707025965778,-0.017463583592535,3.52056172954864,-0.43592932350716,1,,,,,,,
1.6305743718593,-3.59166629449267,-0.0170296795631815,3.51253967435113,-0.449870354102707,1,,,,,,,
1.63936783919598,-3.6192442098054,-0.0165973823799437,3.5057403820191,-0.464389852894532,1,,,,,,,
1.64816130653266,-3.64995201728427,-0.0161666652738743,3.50017352824148,-0.479524134200444,1,,,,,,,
1.65695477386935,-3.68395707396282,-0.015737502217509,3.495853492515,-0.495312784805691,1,,,,,,,
1.66574824120603,-3.72144834410976,-0.0153098679107113,3.49279965106141,-0.511799051425032,1,,,,,,,
1.67454170854271,-3.7626390505118,-0.0148837377664601,3.49103673457764,-0.529030285605546,1,,,,,,,
1.6833351758794,-3.80776978873825,-0.0144590878965923,3.4905952604835,-0.547058456400583,1,,,,,,,
1.69212864321608,-3.8571121950111,-0.0140358950975218,3.4915120516022,-0.565940743348122,1,,,,,,,
1.70092211055276,-3.91097327982092,-0.013614136835949,3.49383085601935,-0.585740225037342,1,,,,,,,
1.70971557788945,-3.96970056678897,-0.0131937912345817,3.49760308637451,-0.606526682002086,1,,,,,,,
1.71850904522613,-4.03368821130689,-0.0127748370578782,3.50288870125366,-0.628377537046992,1,,,,,,,
1.72730251256281,-4.10338431866492,-0.01235725369783,3.5097572569503,-0.65137896166887,1,,,,,,,
1.7360959798995,-4.17929974008902,-0.0119410211597991,3.51828916502142,-0.675627184356842,1,,,,,,,
1.74488944723618,-4.26201870201605,-0.0115261200484231,3.52857720029191,-0.701230045748295,1,,,,,,,
1.75368291457286,-4.35221172553948,-0.0111125315535996,3.54072831595531,-0.728308857581885,1,,,,,,,
1.76247638190955,-4.45065142840248,-0.0107002374365655,3.55486583814799,-0.757000638090855,1,,,,,,,
1.77126984924623,-4.55823198421194,-0.0102892200160805,3.57113213319228,-0.787460817274346,1,,,,,,,
1.78006331658291,-4.6759932614284,-0.0098794621547247,3.58969186853165,-0.819866533289633,1,,,,,,,
1.7888567839196,-4.80515100547056,-0.0094709472453267,3.61073602596636,-0.854420678774532,1,,,,,,,
1.79765025125628,-4.94713490133058,-0.0090636591975234,3.6344868771371,-0.891356907230179,1,,,,,,,
1.80644371859296,-5.10363702197771,-0.0086575824244665,3.66120420217614,-0.930945880550618,1,,,,,,,
1.81523718592965,-5.27667412178058,-0.0082527018296848,3.69119313184116,-0.973503138166913,1,,,,,,,
1.82403065326633,-5.46866861715837,-0.0078490027941035,3.72481413461977,-1.01939910943314,1,,,,,,,
1.83282412060302,-5.68255513434717,-0.0074464711632378,3.76249587388837,-1.06907199446582,1,,,,,,,
1.8416175879397,-5.92192256003204,-0.0070450932345551,3.80475195876962,-1.12304453719784,1,,,,,,,
1.85041105527638,-6.19120620318142,-0.0066448557450272,3.85220305823306,-1.18194616029904,1,,,,,,,
1.85920452261307,-6.49595197546369,-0.0062457458588598,3.90560652749312,-1.24654261111596,1,,,,,,,
1.86799798994975,-6.8431861727705,-0.0058477511554226,3.96589675463718,-1.31777632665425,1,,,,,,,
1.87679145728643,-7.24194361486977,-0.005450859617371,4.03424112700754,-1.39682241721071,1,,,,,,,
1.88558492462312,-7.70403933775298,-0.0050550596189692,4.11211929564105,-1.48516794703563,1,,,,,,,
1.8943783919598,-8.24522577590248,-0.0046603399146173,4.20143812686533,-1.5847269011948,1,,,,,,,
1.90317185929648,-8.88698049222518,-0.0042666896275866,4.3047030081062,-1.69801150575106,1,,,,,,,
1.91196532663317,-9.65936533696169,-0.0038740982389621,4.4252813346858,-1.82839572810514,1,,,,,,,
1.92075879396985,-10.6057893168755,-0.0034825555767987,4.56782313469744,-1.98053591463717,1,,,,,,,
1.92955226130653,-11.7913385559754,-0.0030920518054888,4.73896303449758,-2.16107276824067,1,,,,,,,
1.93834572864322,-13.3182346528964,-0.0027025774153469,4.94855676205732,-2.37986786303912,1,,,,,,,
1.9471391959799,-15.3567221641204,-0.0023141232124067,5.21201074139945,-2.65233324955469,1,,,,,,,
1.95593266331658,-18.2129369706254,-0.0019266803084389,5.5550665662391,-3.00421593848831,1,,,,,,,
1.96472613065327,-22.4982886040944,-0.0015402401111797,6.02482800026693,-3.48262491058764,1,,,,,,,
1.97351959798995,-29.636327941868,-0.0011547943147824,6.71968817990973,-4.18595832847285,1,,,,,,,
1.98231306532663,-43.8816206902522,-0.0007703348904782,7.89415253889315,-5.36872646977733,1,,,,,,,
1.99110653266332,-86.3156580141002,-0.0003868540774591,10.5542085107333,-8.03692143776069,1,,,,,,,
1.9999,-7593.19774956444,-4.3443739700024e-06,88.3941240116941,-85.8848156519573,1,,,,,,,
0.25,1.58966654063343,,-1.52492486528896,-0.0574325492791476,2,-0.642875430708157,-0.0225617643622196,-0.0004026530685934,,,,
